"Id_organizationsDataSet","NAME_organizationsDataSet","ADDRESS_organizationsDataSet","CITY_organizationsDataSet","STATE_organizationsDataSet","ZIP_organizationsDataSet","PHONE_organizationsDataSet"
"552ede7f-2ba4-39ef-9217-29d27b89b8a7","LAKEVIEW HOUSE SKLD NRSG  AND RESIDENTIAL CARE FAC","87 SHATTUCK STREET","HAVERHILL","MA",18302319,"9783721081"
"51370692-6296-3150-8672-559fc73f964f","BRIGHAM & WOMENS HOSPITAL INC","75 FRANCIS ST","WEST BRIDGEWATER","MA",23791542,"6177325500"
"c6b019eb-28ec-36f6-abf3-bcc4d1d58966","DUTTON FAMILY CARE ASSOCIATES LLP","33 AVON ST","WAKEFIELD","MA",18802310,"7812450402"
"b5b380d2-df21-3389-abf0-08551c7e1f2d","DEVENS TREATMENT & RECOVERY CENTER LLC","85 PATTON RD","DEVENS","MA",14344401,"9786155200"
"31e00f85-6909-3d9f-afc6-5ae507ab0c06","BRAINTREE FAMILY PHYSICIAN INC","382 GROVE STREET","BRAINTREE","MA",21847324,"7818481555"
"b3312a2d-37e9-35a8-b50d-6c165c437baa","DIMOCK COMMUNITY HEALTH CENTER  INC","45 DIMOCK ST","ROXBURY","MA",21191029,"6174428800"
"6afea80b-1e56-3487-a326-f4a979f92c28","CAPE COD FAMILY PRACTICE & SPORTS MEDICINE PC","34 BATES RD","MASHPEE","MA",26493280,"5085393353"
"2836d9ac-c6a6-39d1-8f13-fdf0fc8928f4","TEWKSBURY HOSPITAL","365 EAST ST","TEWKSBURY","MA",18761950,"9788517321"
"a2f8d8fe-665e-390f-8b9b-efdc0b14a77c","LOWELL COMMUNITY HEALTH CENTER","161 JACKSON ST","LOWELL","MA",18522103,"9783228590"
"7dddc0c2-9f1d-3e4e-b2f2-fc7e6abbed31","ALTERNATIVE HOME HEALTH CARE  LLC","160 MERRIMACK STREET  SUITE 1","METHUEN","MA",18446117,"9786577444"
"82c72223-f521-3a34-9b9b-4ff366365399","CARNEY HOSPITAL","2100 DORCHESTER AVENUE","QUINCY","MA",21691870,"6175062000"
"b5e6f1bd-c744-3556-9775-5ff8399eea33","CONCORD INTERNAL MEDICINE ASSOCIATES  P.C.","2284 MAIN ST","CONCORD","MA",17423829,"9783695575"
"83579123-f29c-39b8-9f5f-8f79e91683c7","NASH HEALTH CARE PRACTICES LLC","100 CENTURY DR","WORCESTER","MA",16061244,"5083457129"
"e2eab39c-5195-34aa-b35f-e89e37cfed01","SOUTH SHORE HOSPITAL INC.","55 FOGG ROAD","WEYMOUTH","MA",21893141,"7813408000"
"1de7e7d9-9a7a-3a3f-bf4c-b4de450711f2","CIRCLE HEALTH URGENT CARE LLC","198 LITTLETON RD","WESTFORD","MA",18863429,"9783230302"
"df3f566c-97e5-31ed-b0fe-4b452666f736","CLASSIC HEALTHCARE MEDICAL GROUP LLC","300 CHESTNUT ST","NEEDHAM","MA",24922477,"7815590230"
"4705a8fd-19cd-32c1-8b3e-34bcfe84d0bd","WELLNESS ON WHEELS PC","55 N WASHINGTON ST","NORTH ATTLEBORO","MA",27601607,"5083164141"
"7345a4c0-52c6-3da2-8aef-fccb8ad3e8c4","BROOKHAVEN HOSPICE LLC","114 TURNPIKE RD STE 206","WESTBOROUGH","MA",15812800,"5088204800"
"497f39dd-280e-3d58-af5b-c5e3a3a09b10","CAPE COD HOSPITAL INC","27 PARK ST","HYANNIS","MA",26015230,"5087711800"
"0d7fd824-1c7b-3f8b-a662-f6c2005e82e1","OVERLOOK MASONIC HEALTH CENTER","88 MASONIC HOME ROAD","CHARLTON","MA",15071394,"5082487344"
"accb8cdd-6560-3fef-b0a6-f12c3295026a","LIFE CARE CENTER OF ATTLEBORO","969 PARK STREET","ATTLEBORO","MA",27035115,"5082224182"
"a2df2aea-9c53-31f4-baea-02ea5ea1e553","BUCKLEY-GREENFIELD HEALTHCARE CENTER","95 LAUREL STREET","GREENFIELD","MA",13013106,"4137743143"
"18a96051-91f4-3cba-af96-056ea14dfee0","ANNA JAQUES HOSPITAL SUBACUTE UNIT","25 HIGHLAND AVENUE","NEWBURYPORT","MA",19503872,"9784631056"
"c2e93fb4-abf2-3210-b6ec-4d1ecb2b76f0","HAVERHILL FAMILY OFFICE LLC","62 BROWN ST","HAVERHILL","MA",1830,"9785216555"
"1ab2b5f9-cb95-3236-beec-9b9d4a407c61","BERKSHIRE MEDICAL CENTER INC","725 NORTH ST","PITTSFIELD","MA",12014109,"4134472000"
"1bed5229-19d7-3168-94a2-f1f2abb00270","MORTON HOSPITAL  A STEWARD FAMILY HOSPITAL  INC.","88 WASHINGTON ST","TAUNTON","MA",27802465,"5088287881"
"41e2a44c-477c-3511-96f9-12c476aa3b6a","DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER","85 E NEWTON ST","BOSTON","MA",21183553,"6176268860"
"5b0cd0a0-f277-3a66-bee6-d64b5be4a3f5","BERKSHIRE MEDICAL CENTER INC - 1","725 NORTH ST","PITTSFIELD","MA",12015493,"4134472000"
"79a06fd6-9f2b-35e3-9b11-0bc5ff89e17c","Lynn Community Based Outpatient Clinic (CBOC)","225 Boston Road  Suite 107","Lynn","MA",1904,"800-838-6331"
"b44955d1-f0e2-3beb-a013-708a81dbe430","SIGNATURE HEALTHCARE MEDICAL GROUP INC","680 CENTRE ST","WEST BRIDGEWATER","MA",23791600,"5089417000"
"c1986c0c-f756-3596-8f90-08adacf220fe","CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR","73 CHESTNUT STREET","SAUGUS","MA",19061605,"7812338123"
"18b1bb7e-2f93-3253-a7ae-d19c13ffeaa1","GARDEN STATE HEALTHCARE ASSOCIATES LLC","29 E 29TH ST","WEST NEWBURY","MA",19854201,"2018587394"
"67d2f85b-ddc7-3ed0-b90b-6fa5b7b8358a","CHARLES RIVER COMMUNITY HEALTH  INC","43 FOUNDRY AVE","WALTHAM","MA",24538313,"6177830500"
"1d45436f-15a9-326e-a452-2e9ffc9fc5e5","FAMILY MEDICINE ASSOCIATES","75 SPRINGFIELD RD","WESTFIELD","MA",10851832,"4135625173"
"ce89d7ed-54eb-3eae-881a-15df8e631c47","BEACON HOSPICE  AN AMEDISYS COMPANY","36 WILLIAM STREET","LEOMINSTER","MA",14533276,"9784667890"
"0d1570ab-371c-3898-9397-95905d8c5166","TUFTS MEDICAL CENTER  INC","750 WASHINGTON ST","BOSTON","MA",21111552,"6176365442"
"1853aeef-5897-326a-80d6-aa4b0459eb6d","BARRINGTON URGENT CARE PC","381 WICKENDEN ST","ATTLEBORO","MA",27032247,"4014337550"
"f3030ee3-dfa5-3595-b684-9769e52a580a","OVERLOOK HOSPICE SERVICES","88 MASONIC HOME ROAD  DAVENPORT BLDG  2ND FL","WEST SPRINGFIELD","MA",10891357,"5087651515"
"01bb7b5c-f850-3c4e-a3f1-442d8273559a","NORTHAMPTON WELLNESS ASSOCIATES LLC","395 PLEASANT ST","NORTHAMPTON","MA",10603914,"4135847787"
"22fa6d28-92b6-3446-a388-f5aba50debaf","CHELSEA JEWISH VISITING NURSE AGENCY","123 CAPTAIN'S ROW","CHELSEA","MA",21504019,"6178870826"
"8a87ef73-eaa2-340a-bec5-c3cef01ef836","BEAR MT WESTFORD LLC","3 PARK DR","WESTFORD","MA",18863511,"9783921144"
"c0a33465-d309-3d2a-932e-9d554a7cc19c","T MASSACHUSETTS  LLC","100 CENTURY DR","WORCESTER","MA",16061244,"7743667000"
"94c70730-f430-3878-972c-d06d65cfce1d","COMMUNITY HEALTH PROGRAMS INC","71 HOSPITAL AVENUE","NORTH ADAMS","MA",12472504,"4136644088"
"5e0ceaa0-5254-34c4-b5a7-ddc919790121","HOLYOKE CARE CENTER LLC","HOLYOKE CARE CENTER LLC","HOLYOKE","MA",10402701,"4135323246"
"ce81052f-7c77-3cd7-8c30-930339a79ceb","BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC","363 ALBANY ST","BOSTON","MA",21182503,"8576541865"
"7f32dd7d-5c35-3ddb-839b-8fbbb930d412","ST PATRICK'S MANOR","863 CENTRAL STREET","FRAMINGHAM","MA",17014813,"5088798000"
"51d38e67-9350-39b8-bbb3-91cc879ae415","HIGHLANDS  THE","335 NICHOLS ROAD","FITCHBURG","MA",14201932,"9783434411"
"80646050-1c76-3046-bbc8-fd5f0b7c34e6","COMMUNITY HEALTH CONNECTIONS  INC","140 ARNHOW FARM ROAD","FITCHBURG","MA",14201369,"9788788100"
"6e517750-a29e-3170-a02b-5733ff523458","TREE OF LIFE HEALTHCARE ASSOCIATES","101 BARRY RD","WORCESTER","MA",16091275,"5087677931"
"a9fc7aa5-d3b3-314d-9cf7-af29051d3dd9","MANET COMMUNITY HEALTH CENTER  INC AT HOUGHS NECK","1193 SEA STREET","TAUNTON","MA",27803960,"6174718683"
"8ec2ca51-abb4-35dd-b90f-6c6aad6d2124","ALLIANCE HEALTH AT ROSEWOOD","22 JOHNSON STREET","PEABODY","MA",19602311,"9785358700"
"8af3b144-0e1a-3c90-937d-81a4ed026080","NORWOOD HOSPITAL","800 WASHINGTON STREET","NORWOOD","MA",20623489,"7817694000"
"02f1998b-3ff7-385f-89ce-642d33b01d5c","FAIRVIEW HOSPITAL","71 HOSPITAL AVE","NORTH ADAMS","MA",12472504,"4136645710"
"b014aec7-7bd8-351f-8808-3e280cbc5be6","STEWARD HOLY FAMILY HOSPITAL INC","70 EAST ST","HAVERHILL","MA",18306700,"9786870151"
"a8a4e435-687f-3ecb-9af8-09b4636d1a1a","CAPE COD FREE CLINIC AND COMMUNITY HLTH CTR","107 COMMERCIAL ST","MASHPEE","MA",26496507,"5084777090"
"e5b9db6a-8dd8-3622-b9ce-3dc593e111d1","ENGRACE HEALTHCARE PRACTICE LLC","1223 BEACON ST STE A","BROOKLINE","MA",24465332,"6177391122"
"6929d249-cc27-33aa-a871-b6f26059615d","MARTHA'S VINEYARD HOSPITAL INC","ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477","OAK BLUFFS","MA",25571406,"5086930410"
"1aa9084e-2b86-3d6e-93ab-dbe6d4dda601","CARLETON-WILLARD VILLAGE RETIREMENT & NURSING CTR","100 OLD BILLERICA RD","BEDFORD","MA",17301267,"7812758700"
"2987ddf5-7ff2-3e4a-9e25-d654a10313fd","THOMAS UPHAM HOUSE","519 MAIN STREET","MEDFIELD","MA",20522522,"5083596050"
"ce3b504c-f15c-3bcf-ba6e-dcb551cc7d7f","BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC","112 SOUTHAMPTON ST","BOSTON","MA",21182711,"6175342881"
"83a08dcf-7ed6-3d2e-afc0-a72c05d2563c","GREATER LAWRENCE FAMILY HEALTH CENTER INC","755 MAIN ST","HAVERHILL","MA",18302166,"9786860090"
"b826cbda-f69b-32d0-9e6e-edcb80f692bb","HILLCREST COMMONS NURSING & REHABILITATION CENTER","169 VALENTINE ROAD","PITTSFIELD","MA",12013042,"4134452300"
"c9aabcbd-d4e0-391f-8980-d0be6934ea82","VIGILANT FAMILY HEALTH CLINIC  INC.","340 PLEASANT ST","BROCKTON","MA",23013236,"8579918438"
"d9b71ccf-6649-3555-9e99-44eac0af257f","SERENITY HILL NURSING CENTER","655 DEDHAM ST","WRENTHAM","MA",20931135,"5083843400"
"e68de1a0-767e-3466-b9a6-43948ee073d3","GOOD SHEPHERD COMMUNITY CARE","160 WELLS AVENUE","NEWTON","MA",24593302,"6179696130"
"d6c165ec-d9ca-35a5-9bc8-2061cbfb83a2","CHELMSFORD FAMILY PRACTICE  PC","10 ADAMS ST","NORTH CHELMSFORD","MA",18631780,"9782513159"
"cbebae9e-f95e-3d2c-9712-289ea8d6aeec","ARBOUR HOSPITAL  THE","49 ROBINWOOD AVENUE","QUINCY","MA",21698130,"6175224400"
"82ed13dd-9643-31e1-a56c-ff9a28a9d671","BLUE HILLS THERAPEUTICS INC.","290 ROUTE 130","FORESTDALE","MA",2644,"8886197836"
"78cd7edb-2df6-34da-b463-5f9eb15cf862","OVERLOOK VISITING NURSE ASSOCIATION  INC","1 WEBLY ROAD","YARMOUTH PORT","MA",26752000,"5089908160"
"7dcab1ad-0e13-3700-9eb0-70767c5e2b55","URGENT CARE PHYSICIANS PC","1515 ALLEN ST","SPRINGFIELD","MA",11181803,"4137839114"
"8269bd00-d9ff-3bda-a585-9587bc1d330b","WINCHESTER NURSING CENTER  INC","223 SWANTON ST","WINCHESTER","MA",18901968,"7817299595"
"ff8a25dd-fd83-30fc-a1ee-66455ec0dd82","ROOT FAMILY MEDICINE PC","3 EDGEWATER DR","NORWOOD","MA",20624642,"7742217697"
"6ea4d3d6-d820-387a-a3d1-ed5944ad47a2","BLUESKIES WELLNESS INC","232 PLEASANT ST","METHUEN","MA",18447152,"9786551823"
"e7722de2-0e62-3dc9-a163-a7003956673b","SEASONS HOSPICE & PALLIATIVE CARE OF MASS LLC","1 EDGEWATER DRIVE  SUITE 103","NORWOOD","MA",20624669,"8666709449"
"35eba9db-902f-32e6-b302-0e5ef8fa5c68","THE NORTHEAST HEALTH GROUP  INC","66 BROAD ST","WESTFIELD","MA",10852927,"4135625464"
"3465062e-288a-395c-abbe-2813f9c7b8a1","VERO HEALTH XV LLC","22 MAPLE ST","AMESBURY","MA",19131304,"9783884682"
"845fbd9b-2d1c-39a8-8261-28ae40e4fab2","MILFORD REGIONAL MEDICAL CENTER","14 PROSPECT STREET","UPTON","MA",15681431,"5084731190"
"946ec45f-5c4a-361f-b158-927144864133","COMPASSUS - GREATER WESTERN MASSACHUSETTS","19 MIDSTATE DRIVE  SUITE 130","AUBURN","MA",15011856,"5088452379"
"bac9dc0c-cb0f-3fa6-aa12-819dd0fb922a","CAMBRIDGE PUBLIC HEALTH COMMISSION","1493 CAMBRIDGE ST","SOMERVILLE","MA",21452935,"6176651000"
"84d5768f-3a21-3da9-aad2-bbf7a3ae2700","LOWELL FAMILY MEDICAL CARE PC","817 MERRIMACK ST","LOWELL","MA",18543548,"9784530550"
"9ce6072b-d039-3cde-8eaf-950211b8ae88","MIDDLETON FAMILY MEDICINE URGENT CARE  LLC","147 S MAIN ST","MIDDLETON","MA",19492446,"9787742555"
"af8566eb-8918-3ec7-ba44-92b6a2cf8097","NORTH SHORE MEDICAL CENTER INC","81 HIGHLAND AVE","SALEM","MA",19702714,"9787410522"
"21e6967c-bb71-3992-bb1c-11ffff39216e","TRINITY HOME HEALTH SERVICES","200 HILLSIDE CIR STE 3","WEST SPRINGFIELD","MA",10894681,"4135400140"
"ecd3b321-0a8a-3ce6-81f0-982dd77fce43","ANNA JAQUES HOSPITAL SUBACUTE UNIT","25 HIGHLAND AVE","NEWBURYPORT","MA",19503867,"9784631000"
"a036cdf2-bbc5-3ffd-987f-56e437fd8b74","WINDSOR NURSING & RETIREMENT HOME","265 N MAIN ST","SOUTH YARMOUTH","MA",26642083,"5083943514"
"4f5e8f16-a31b-3071-8556-d7188ede313d","HOLYOKE MEDICAL CENTER INC","575 BEECH ST","HOLYOKE","MA",10402223,"4135342805"
"8887c942-34a1-3087-a4b3-81dcd1bd9f36","1199 JOHN FITCH HIGHWAY OPERATOR LLC","1199 JOHN FITCH HWY","FITCHBURG","MA",14202026,"9783450146"
"f90ef475-defe-363d-a926-573b38f804a2","PRIMARY CARE FOR ADULTS PLLC","54 HOPEDALE ST","HOPKINTON","MA",17481672,"5084738373"
"a25107f7-f4f5-36fc-98e4-f3e1b5875c91","MASS GENERAL BRIGHAM URGENT CARE LLC","1285 BEACON ST","WOBURN","MA",18012157,"6177516205"
"0e6c3ad1-24c1-34cb-bb6d-e8438fa319e2","URGENT CARE OPERATIONS PC","50 DODGE ST","SWAMPSCOTT","MA",19071300,"9789222171"
"b4ca31a9-9d34-3ea1-93c4-443941622304","COMMUNITY HEALTH CENTER OF FRANKLIN COUNTY INCORPORATED","102 MAIN ST","GREENFIELD","MA",13013224,"4133258500"
"43ee6bb5-8efa-3bfc-8ca8-1579a5267753","STEWARD GOOD SAMARITAN MEDICAL CENTER  INC.","235 N PEARL ST","BROCKTON","MA",23011794,"5084273000"
"05fcf001-ab24-3d7d-85f7-f64942d82738","ENCOMPASS HEALTH BRAINTREE HOSPITAL OF BRAINTREE","250 POND STREET","FRAMINGHAM","MA",17014592,"7818485353"
"7e6db51f-7c1b-3555-9e1c-6269ba6d704d","ACCLAIM HOME HEALTH CARE  INC","120 STAFFORD STREET SUITE 206","WORCESTER","MA",16031461,"5084596937"
"83769f98-fff3-3535-8781-6ace5957136f","SOUTHSHORE HEALTH CARE CENTER","115 NORTH AVENUE","ROCKLAND","MA",23702129,"7818783308"
"e87cda4c-1ad8-3a9e-b55f-7bfe987610ce","COMMUNITY HEALTH CONNECTIONS","326 NICHOLS RD","FITCHBURG","MA",14201914,"9788788100"
"28d71598-85eb-3a0e-90c1-22e0be1af57c","PARADIGM HEALTHCARE  PC","38 MULBERRY ST STE 204","NORTHAMPTON","MA",10602832,"4133550761"
"7d627533-adbd-320a-9054-db91a2811597","CEDAR VIEW OPERATOR LLC","480 JACKSON ST","METHUEN","MA",18444020,"9786863906"
"9adfae03-673d-365d-9052-f705098fa3e4","THE SHRINERS HOSPITAL FOR CHILDREN","51 BLOSSOM ST","BOSTON","MA",21142699,"1617722300"
"25431f9a-00e4-36d8-9810-4125328eec50","THE GENERAL HOSPITAL CORPORATION","55 FRUIT ST","WALTHAM","MA",2451,"6177262000"
"89171335-b9c0-3326-98d6-a837d432b9fd","WHITTIER REHABILTATION HOSPITAL","150 FLANDERS ROAD","LYNN","MA",19042915,"5088712063"
"1484fc69-2eb0-3bba-8656-d5ead4973895","INTEGRATED FAMILY WELLNESS PC","260 MERRIMAC ST","NEWBURYPORT","MA",19502192,"9784999355"
"8a6e21d0-da20-3378-8176-4e5ad2b51983","TIMOTHY DANIELS HOUSE","84 ELM STREET","HOLLISTON","MA",17462138,"5084294566"
"e2a8b444-9b8f-36ff-84c4-05ee98589482","WHITLEY WELLNESS LLC","8 SHIPWAY PL # C-8","CHARLESTOWN","MA",21294301,"3254399799"
"65dac97b-bb0c-38ae-94bc-bf29ac9687ea","CRANEVILLE PLACE REHABILITATION & SKILLED  CARE CT","265 MAIN STREET","DALTON","MA",12261614,"4136843212"
"71f4c23f-7559-31ff-8f42-a672e80b85a2","SPAULDING REHABILITATION HOSPITAL","300 FIRST AVENUE","WESTBOROUGH","MA",15812831,"6177206400"
"fe8b229b-11c7-31c9-994a-98321748fd2e","OUTER CAPE HEALTH SERVICES","HARRY KEMP WAY  P O BOX 613","PROVINCETOWN","MA",26571618,"5084879395"
"18d2c9c2-4b92-3664-9b8e-419aff3ce942","ALLIANCE HEALTH AT BRAINTREE","175 GROVE STREET","BRAINTREE","MA",21847253,"7818482050"
"121b0ad1-1beb-3caa-9271-3d3f726bb727","PATRIOT URGENT CARE PROFESSIONALS PC","1030 MAIN STREET","WALTHAM","MA",24517447,"7818946900"
"e1892a2c-6dca-3c4c-93b7-0e00a9eb8b61","PRIMARY & PREVENTIVE CARE  INC.","20 EAST ST","HANOVER","MA",23391638,"7818263146"
"b954c464-11ea-312b-a3f8-1350775bfa54","CHELSEA JEWISH HOSPICE AND PALLIATIVE CARE","123 CAPTAIN'S ROW","CHELSEA","MA",21504019,"6178890779"
"19f958ef-57cf-33c1-b068-14b32a980813","DRACUT FAMILY HEALTHCARE","155 BROADWAY RD","DRACUT","MA",18262754,"9784580475"
"486bf543-9696-3d51-aa70-28a3044ce490","COMMUNITY HEALTH PROGRAMS INC","777 NORTH STREET","PITTSFIELD","MA",12014147,"4134998531"
"53f086de-2fc7-3d35-92c2-aca4ed944e7f","LAWRENCE GENERAL HOSPITAL","1 GENERAL ST","LAWRENCE","MA",18412961,"9786834000"
"5c9dea98-c535-36fe-8a7b-778b991a7b2c","Springfield Vet Center","95 Ashley Avenue  Suite A","West Springfield","MA",1089,"413-737-5167 Or 413-737-5167"
"c05d73d0-b348-32ce-9fe5-13a720950f37","URGENT HELP CHELMSFORD PC","45 DRUM HILL RD","CHELMSFORD","MA",18241503,"9784467515"
"0e061004-bcc0-3e99-a237-d700823e817b","MOUNTAIN VIEW FAMILY PRACTICE PC","570 BALDWINVILLE RD","BALDWINVILLE","MA",14361351,"9789392133"
"d70d47dc-b40c-3a04-8342-35cbfe716409","SENIOR HEALTHCARE ASSOCIATES INC","83 LITTLEFIELD RD","NEWTON","MA",24593010,"7816421859"
"de3cc142-803a-3ed4-8945-75ec88a84784","ALLIANCE HEALTH AT BALDWINVILLE","51 HOSPITAL ROAD","BALDWINVILLE","MA",14361215,"9789392196"
"0592d4e5-a0fb-3143-83cd-8e5a6b066a96","SOUTH SHORE PRIMARY AND URGENT CARE LLC","20 EAST ST","HANOVER","MA",23391638,"7815610460"
"ba07b31b-bf14-39b8-be95-4c5ca5062daa","SPAULDING HOSPITAL FOR CONTINUING MED CARE-CAMB","1575 CAMBRIDGE ST","CAMBRIDGE","MA",21384308,"6178764344"
"6aae7a31-90df-3455-ad8d-81f8cf2d21e8","BROCKTON HOSPITAL  INC.","680 CENTRE ST","BROCKTON","MA",23023308,"5089417000"
"104079d4-560e-3eb8-9a48-d495835a3997","HYANNIS FAMILY MEDICAL CARE PC","68 CAMP ST","MASHPEE","MA",26493465,"7744701370"
